"<empty_1>","Word","Example","Class"
1021,"keg stand","A handstand on a keg. The act of guzzling alchohol in an inverted position in massive quantities, with onlookers cheering.",2
1022,"mug","stare at someone; give someone a dirty look",2
1023,"shoot the one","go one-on-one",2
1024,"disfumbled","A state of utter confusion and disorientation.",2
1025,"HOT","adj. Extremely neat.",2
1026,"eggs","male testicles, see [nuts]",2
1027,"tripod","a man well endowed man",2
1028,"crack-in-a-can","Energy drinks that are loaded up with so much shit, it's basically a legal liquid form of speed.",2
1029,"May-00","see [popo]",2
1030,"lopey","Sloppy, slow, lack of neatness.",2
1031,"quantum dating","The act of dating and not dating someone at the same time.",2
1032,"jumble sheek","mess",2
1033,"o face","the face one makes just as he comes to orgasm",2
1034,"balloon knot","if you spread open the knot of a balloon, the resultant view is similar to that of the anus",2
1035,"tumbleweed","good ass weed",2
1036,"shrizzo","a acid mushroom",2
1037,"balloon","a heroin dealer",2
1038,"fuzz","the [cops] - pigs",2
1039,"heat","a firearm",2
1040,"heat","[pig]s - see [cops] and [fuzz]",2
1041,"quantum dating","friends with benefits",2
1042,"fuck buddie","[fuck][buddie]: A friend that you have [relations] or [sex] with.",2
1043,"hooey","[Bullshit]",2
1044,"leg","Same effect as 'idiot' or 'moron'",2
1045,"op","Telephone Operator",2
1046,"kickass","awesome, chill, cool, fun, exciting, daring",2
1047,"assful","a lot -- or just way too much",2
1048,"smurf","To be demoted. To lose political power.",2
1049,"stepping","do sumthin faster",2
1050,"president","$$$, there's jefferson, washington...",2
1051,"word that","The act or condition of being correct, without fault, agreement. Used alone as a sentance.",2
1052,"baldie","when u see a bald man this is his name",2
1053,"thingy","u can add to the end of any sentence or word when explaing soemthing adn wanting to sound intelligent",2
1054,"whatta loser!","use it when ever u see someone doingn anything",2
1055,"err","using it after u say a statement or fact, it ;; proves the person has nothing valid or important or worthy to say",2
1056,"skirt alert","yelled out when there is a sudden cyclone surrounding u and ur skirt goes up to show 'the only knickers left' for all to see.it warns the other skirted females or transexuals ;; around u",2
1057,"putzel","a short, barely audible or 'pop' fart that, despite its lack of sonic characteristics makes an acrid, lingering smell.",2
1058,"Peepster","The male ureo-copulatory organ; penis.",2
1059,"P'diddle","To stimulate the labia and clitoris of a woman to orgasm with a penis (erect or flaccid), yet not at any point during sex insert said penis into vagina.",2
1060,"Booty Raunch","Penatrative anal sex.",2
1061,"Splooey","Ejaculatory fluid",2
1062,"Bumjug","A cheap plastic jug or box of wine; must be 4 litres or more and cost under nine dollars. The original Bumjug was a plastic gallon of Vintner's Choice red which retailed for $4.85 in 1985.",2
1063,"move your ass","Command: move, get going.",2
1064,"bonehead","Stupid, slow, stubborn.",2
1065,"shiznito bim-bam snip snap sack","Really good",2
1066,"ROFLMGDMFSOBAO","Acronym - Rolling On the Floor Laughing My God Damn Mother Fucking Son Of a Bitch Ass Off ;; Usually found in 1337 message conversations",2
1067,"taxed","To take, or steal something.",2
1068,"Fart pipe","Exsessivly big, loud mufflers found on rice rockets that sound like a farts.",2
1069,"pimp","Someone or something with especially flamboyant style.",2
1070,"Fob","Acronym for 'Fresh Off the Boat'",2
1071,"bufo","butt fucking",2
1072,"flossin","When you 'floss' something you show it for other ppl, often the other sex.",2
1073,"R/C car","A R/C car is a radio controlled car, which you can race with tohers",2
1074,"benz","A benz is a Mercedes-Benz, a fine german car",2
1075,"boss","A idiot who thinks he can say whatever he wants to you",2
1076,"pimpmobile","A car that a pimp rides, often with dubz on it.",2
1077,"kewl","Another word for 'COOL' mad up by drifters",2
1078,"drifter","a drifter is a guy who drifts his car",2
1079,"SOL","Shit Outta Luck",2
1080,"chasin skirt","obsessed with pursuing women",2
1081,"shat","Past tense of [shit].",2
1082,"hork","The process of coughing up phlegm in order to spit.",2
1083,"drifter","When a car overpowers grip and slides around turns.",2
1084,"Fob","A digital device which is usually found on one's keychain to unlock their vehicle from a distance. ;; Also used to sound an alarm, or open the cargo compartment for a vehicle. ;; Particularly useful for the compulsive shopper.",2
1085,"drifter","A person who is in search for something he or she is in need of.",2
1086,"Pillick","Alternative to pillock, a term of mild abuse, derogatory",2
1087,"Pillock","Noun for Idiot, fool. Originally a slang term for the penis but fairly inoffensive now its this meaning has been forgotten. Derog. ref British Slang Dictionary",2
1088,"ampidirtuous","having qualities of being unclean and perverse.",2
1089,"twapper","pussy",2
1090,"outrageous","something that is [the bomb] and unbelievable",2
1091,"PB","Pissy Bitch",2
1092,"ass cowboy","a homosexual person, derogatory term",2
1093,"smash","to fuck someone, screw them well",2
1094,"science class","somewhere where no one does what they are supposed to do. A place to run around, listen to music, bother the teacher, mess with ppl, burn things, pretty much doing anything that isn't productive.",2
1095,"spunk","(n): spunking: to gizz on one.",2
1096,"Chuff Monkey!","A small brown monkey that fits in your palm, found in the rainforests of Argentina",2
1097,"six shooter","An attachment to bongs that rotates six different bowls.",2
1098,"time warp","An effect experienced from smoking marijuana, where the user feels 'out of synch' in time, with their bodies. Also referred to as 'framing.'",2
1099,"awesomeicle","something beyond awesome, and beyond radicle, it is the combo.",2
1100,"Krazy Sauce","An expression which means, loosely translated, wild, unbelivable, funny, or ;; enjoyable. Also, 'Krazy Sacue, With Extra Krazyness, Hold The Sauce'. This Means 'Pure Crazyness'",2
1101,"sour pants","sour pants can be ysed on two ways, one rude and one nice, in slang sour means cool, nice, awesome, or sweet and pants means, well pants can be used as anything, or sour can also mean gross, ugly, strange, or stupid so it also could be used to insult or belittle",2
1102,"eh","can be used to form a simple sentence into a question, it also is commonly used to say 'i'm right, aren't i'",2
1103,"vet","a docter",2
1104,"swiggy","cool; neat-o",2
1105,"thick","nice ass, nice legs, not skinny, with meat on your bones. thickness is the shit.",2
1106,"Skulls","Coricidin Cold and cough, contains Dextromethorphan hydrobromide. Over the counter drug that people trip on. Same drug as 'robotrip'",2
1107,"bones","ciggerettes",2
1108,"funda","from fundamentals. ;; Used to seek an explanation behind a term, question or concept. i.e. the fundamental issue behind an idea.",2
1109,"bufu","butt fuck",2
1110,"OOC","Out of control.",2
1111,"bobo","when something is bad or doesn't work out right.",2
1112,"bobo","fake, not genuine.",2
1113,"jibber jabber","useless words, beating around the bush, talkin' out yer ass. annoying banter.",2
1114,"spoot","interj. As in very cool, or boss.",2
1115,"dingus","1. n. A stupid person, or a person who is a dork. ;; 2. n. An unknown object. ;; plural dingii",2
1116,"cunnilingus","v. 1.The act of eating or licking the bearded clam or pink cookie, if you will... ;; 2.To eat a woman's pussy out.",2
1117,"Darn","It means damn",2
1118,"castrated","Balls cut off",2
1119,"foo","Saying some one is a dumb person it is a slang meaning for fool",2
1120,"whack","crazy, ridiculous",2
1121,"yayeeyay","it's a website! www.yayeeyay.com",2
1122,"bag","condom",2
1123,"smegma","the best reason yet to get a circumcision",2
1124,"epididymis","The network of sperm harboring tubes in your nut sack that feels like a bag o worms.",2
1125,"bukkake","1. noun Variety of fetish that involves repeated ejaculation on a female by many (8 will do) men. ;; 2. verb To ejaculate on something, especially repeatedly",2
1126,"throw down","to street fight - comes from throwing down the gauntlet",2
1127,"throw down","to spend money",2
1128,"todger","Penis [British]",2
1129,"arsewipe","toilet paper or annoying person",2
1130,"Meh","When your too lazy to give an explanation or don't want to reply at all...peh and deh are also used to replace this word after repeated constantly",2
1131,"rere","A retarded person. A person being a complete idiot.",2
1132,"acine it","acine it 2",2
1133,"camel toe syndrome","women with g strings five sizes too small",2
1134,"dope","awesome, cool, good",2
1135,"snafu","Situation Normal All Fucked up ;; something went wrong",2
1136,"stupid","can be used to amplify positive words, also can be used in conjuction with 'mad' or 'hella'",2
1137,"munter","an ugly woman (British slang)",2
1138,"tosspot","fool",2
1139,"window licker","a retarded person(s) in back of minibus",2
1140,"foot hag","a deformation on one's foot; i.e. a bunion",2
1141,"thrush","a woman who gets on ur nerves",2
1142,"nifkin","The area between a man's scrotum and anus.",2
1143,"tripod","a man with a penis so big, it is interpreted as a third leg, hence 'tripod'",2
1144,"hung like a horse","used to describe someone with a huge penis",2
1145,"Dance Dance Revolution","A kick-ass dance game popular in Japan.",2
1146,"DDR","See [Dance Dance Revolution]",2
1147,"Pump it Up","A kick-ass dance game played in Japan. Similar to [Dance Dance Revolution] but more americanized. Home versions are more easily available.",2
