,Title,Text,Class
1673,phantasticfoursome'p4s',"A group of four teenagers living in little rock , Arkansas going under the names : 'misses bleeding vagina ' , ' j to the cub ' , 'Pippin' p ' , and 'two hit Tara' that represent the four separate evils of adolescence ; porn , cigarettes , weed , and booze . They are rather infamous among st locals . Their known hangout is waffle house . ",0
1680,phillipbauer,"The mixing of a common marijuana strain known as [granddaddy purple ] with [keep] which is a powder that is pure [THC] also known as [jack Bauer ] , making one powerful combination . On the newest season of the hit fox show 24 , season 6 , Phillip Bauer is jack Bauer 's father . He is also a grandfather . Jack Bauer is already a slang term for [keep] . ",1
1682,phord,"A piece of shit car , not worthy of bearing an American car manufacturers name--let it is known , they are the worst cars made on any continent and in glad some people buy them because it weeds out all the assholes in the world . God bless gm especially Chevrolet ",1
1687,piffery,"differ is another way of saying [riff ] or [haze ] . These words are all talking about haze only , no other type of weed is included . Sucker ass motherfuckers try to talk about any banging ' chronic with words like 'riff ' , but that shit is only for haze . ",1
1691,pignail,"Used twisted nails , usually found sticking through leftover boards or living on the ground , dangerous to pick up or step on . relating to fingers : dirty finger nails usually from pulling weeds , automotive work , or working with glue . ",1
1698,pinneritis,"Disclaimer : names and places have been changed to protect the winners . Any reference to person ( s ) living or dead , is purely coincidental . ; ; description : ; ; acute monogenucleopinneritis , more commonly known as pinneritis , is a disease or the brain caused by kai-uwe syndrome , a rare condition whereby the patient , usually of German descent , is easily susceptible to peer-pressure and homosexual tendencies . pinneritis is characterized by little or no money management skills , drug and/or alcohol abuse , an inability to show any self-restraint or self-control , and a lack of care or consideration for others . Once diagnosed patients are expected not to live any longer than 5 years , unless immediate medical attention is sought . ; ; symptoms : ; ; low or non-existent credit rating . ; ; addiction to alcohol , weed , and porn . ; ; maxing out your credit card and overdraft so you can buy more weed . ; ; lying to your parents , constantly . ; ; lying to your friends , constantly . ; ; excessive dental work . ; ; poor personal hygiene . ; ; drinking and driving . ; ; loss of drivers license , multiple times . ; ; treatment : ; ; if you experience any of these symptoms please contact your family doctor . pinneritis is treatable in its early form . A straight-forward smack upside the head , repeated if necessary , until patient loses the ability to move arms and legs . A rehabilitation center is in the midst of being developed in the little known country of pooch land , situated off the coast of Mexico . The center will by run by its founder , professor Jeff 'if you can roll it , smoke it ' Gallo , also known as professor Jesus ' Christ , i have no job ' Gallo . ; ; history : ; ; pinneritis was first diagnosed in may 2006 . ; ; kai-uwe 'mind if I stick it in ? ' Walters is the first documented case of pinneritis ",1
1700,pirate-ninja,"Pirate-ninjas are basic ninjas that are as smooth-talking or disgustingly rude as a pirate , and can also perform all injury whilst being fucked up like a pirate . ; ; weed and liquor are the standard intoxicants required for ninja-piracy , although any upper , downer , stimulant , depressant , associative , or psychedelic can be used . ; ; there are three master pirate-ninjas : ; ; jay the liar ; ; rizn the trickster ; ; and nice the guy who is quiet , short , and incredibly sneaky ; ; from there , the hierarchy goes : ; ; pirate-ninja advocates ( pirate-ninja trainees ) ; ; and morons ( everyone else ) ",1
1703,pittsfield,"pittsfield is a medium-sized city in Massachusetts . pittsfield is known as the city that crashed like an elephant through a glass basement . pittsfield is the 'anti-mixing pot ' . About 80 % of its population is white , but about 79 % of that number are either insane , stubborn old people who refuse to let go of the once prosperous city , or insane , stubborn young people who insist on making the city progressively worse . Of course , the old-timers have some trouble adjusting living in between one house testing hand guns and the other cranking hip-hop music on full blast and bass . Most policemen do n't take them seriously , though , so their cries of help are usually ignored . pittsfield does consist of whites , but only the kind of white people you fear having to work with ( i .e . crazy hicks , overzealous white gang members , abusive poverty-stricken parents with too many children , etc . ) . If you 're a high school student , chances are you either attend ft ( pittsfield high school ) , or laconic . If you 're really looking for a good time , though , maybe you can roll on by miss hall 's school for girls and see some bored rich girls mooning you on the side of the road trying to suck some measly entertainment out of there isolated lives . North street is unique in that it 's one of the few places in where you can get weed , a hooker , a bike , power tools , and latex rubber masks all in the same thirty square feet . You can go on and swing down by palmers ' variety store . Take a little look towards the back wall . There you 'll see high schooners and/or middle schooners getting stoned , laughing there asses off , and eating candy all at once . You 'll sometimes see marijuana stuffed in lockers at school , but of course the principals are too arrogant of their schools to run a dog test . Basically , pittsfield is a town run by stoned kids , and occasional gang wars . ",1
1711,plutonians,"Two spiky aliens from Pluto who frequently appear on [aqua teen hunger force ] . Oglethorpe (orange ) is the angry one who wants to rule the world . He has a heavy German accent . Emory ( green ) is the laid-back one who does n't want any trouble . They have smoked weed , stolen cable TV , and tried to create a clone of [master shake ] . They also fight the [mooninites ] in 'spacecataz ' at the beginning of the newer episodes . Both are named after universities in Atlanta . ",1
1712,po-nani,"English slang used as a way of telling your box 's that you have weed and some pussy present and that you need to get your are over and roll on it ; ; derived from PO which is a shorted word for potent a.k .a strong or high grade smoke ( cannabis ) ; ; Nazi : is the last half of another slag word of Jamaican origin Punjabi meaning pussy , gash , snatch , fanny , ",1
